,postal_code,stars_1.0,stars_1.5,stars_2.0,stars_2.5,stars_3.0,stars_3.5,stars_4.0,stars_4.5,stars_5.0,total_stars,stars_1.0_ratio,ratio_stars_1.0,ratio_stars_1.5,ratio_stars_2.0,ratio_stars_2.5,ratio_stars_3.0,ratio_stars_3.5,ratio_stars_4.0,ratio_stars_4.5,ratio_stars_5.0
300,19437,0,0,0,0,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
301,19438,0,0,2,3,3,7,8,4,2,29.0,0.0,0.0,0.0,0.06896551724137931,0.10344827586206896,0.10344827586206896,0.2413793103448276,0.27586206896551724,0.13793103448275862,0.06896551724137931
302,19440,0,0,1,3,3,5,7,4,2,25.0,0.0,0.0,0.0,0.04,0.12,0.12,0.2,0.28,0.16,0.08
303,19442,0,0,0,0,0,0,0,2,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
304,19443,0,0,1,1,2,0,2,1,0,7.0,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.0,0.2857142857142857,0.14285714285714285,0.0
305,19444,0,0,0,1,1,6,3,3,1,15.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.06666666666666667,0.4,0.2,0.2,0.06666666666666667
306,19446,0,2,7,7,9,18,25,15,7,90.0,0.0,0.0,0.022222222222222223,0.07777777777777778,0.07777777777777778,0.1,0.2,0.2777777777777778,0.16666666666666666,0.07777777777777778
307,19450,0,0,0,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
308,19453,0,0,0,0,0,0,0,2,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
309,19454,0,3,1,7,10,21,13,7,0,62.0,0.0,0.0,0.04838709677419355,0.016129032258064516,0.11290322580645161,0.16129032258064516,0.3387096774193548,0.20967741935483872,0.11290322580645161,0.0
310,19456,0,0,0,0,5,2,1,0,0,8.0,0.0,0.0,0.0,0.0,0.0,0.625,0.25,0.125,0.0,0.0
311,19460,0,3,3,10,10,27,16,15,1,85.0,0.0,0.0,0.03529411764705882,0.03529411764705882,0.11764705882352941,0.11764705882352941,0.3176470588235294,0.18823529411764706,0.17647058823529413,0.011764705882352941
312,19462,0,0,1,6,6,7,4,2,0,26.0,0.0,0.0,0.0,0.038461538461538464,0.23076923076923078,0.23076923076923078,0.2692307692307692,0.15384615384615385,0.07692307692307693,0.0
313,19464,1,3,8,11,10,19,13,14,5,84.0,0.011904761904761904,0.011904761904761904,0.03571428571428571,0.09523809523809523,0.13095238095238096,0.11904761904761904,0.2261904761904762,0.15476190476190477,0.16666666666666666,0.05952380952380952
314,19465,0,0,0,2,5,4,7,4,1,23.0,0.0,0.0,0.0,0.0,0.08695652173913043,0.21739130434782608,0.17391304347826086,0.30434782608695654,0.17391304347826086,0.043478260869565216
315,19468,0,4,3,3,11,17,12,12,0,62.0,0.0,0.0,0.06451612903225806,0.04838709677419355,0.04838709677419355,0.1774193548387097,0.27419354838709675,0.1935483870967742,0.1935483870967742,0.0
316,19470,0,0,0,0,1,0,1,1,0,3.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0
317,19472,0,0,0,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
318,19473,0,0,1,0,3,5,5,4,0,18.0,0.0,0.0,0.0,0.05555555555555555,0.0,0.16666666666666666,0.2777777777777778,0.2777777777777778,0.2222222222222222,0.0
319,19474,0,0,0,1,1,4,2,3,1,12.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.08333333333333333,0.3333333333333333,0.16666666666666666,0.25,0.08333333333333333
320,19475,0,0,1,0,1,5,2,3,0,12.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.08333333333333333,0.4166666666666667,0.16666666666666666,0.25,0.0
321,19477,0,1,0,1,0,5,2,0,0,9.0,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.5555555555555556,0.2222222222222222,0.0,0.0
322,19486,0,0,0,0,0,2,0,1,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0
323,19490,0,0,0,0,0,2,0,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
324,19492,0,0,0,0,0,1,1,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0
325,19512,0,0,1,0,2,6,7,5,2,23.0,0.0,0.0,0.0,0.043478260869565216,0.0,0.08695652173913043,0.2608695652173913,0.30434782608695654,0.21739130434782608,0.08695652173913043
326,19520,0,0,1,0,0,0,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
327,19525,0,1,4,2,4,4,0,1,0,16.0,0.0,0.0,0.0625,0.25,0.125,0.25,0.25,0.0,0.0625,0.0
328,19548,0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
329,19603,0,0,0,0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
330,19702,0,0,5,6,11,12,7,2,0,43.0,0.0,0.0,0.0,0.11627906976744186,0.13953488372093023,0.2558139534883721,0.27906976744186046,0.16279069767441862,0.046511627906976744,0.0
331,19703,2,2,0,0,5,4,2,2,0,17.0,0.11764705882352941,0.11764705882352941,0.11764705882352941,0.0,0.0,0.29411764705882354,0.23529411764705882,0.11764705882352941,0.11764705882352941,0.0
332,19707,0,0,0,1,8,9,8,4,1,31.0,0.0,0.0,0.0,0.0,0.03225806451612903,0.25806451612903225,0.2903225806451613,0.25806451612903225,0.12903225806451613,0.03225806451612903
333,19710,0,0,0,0,0,0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
334,19711,0,0,1,4,1,4,5,4,1,20.0,0.0,0.0,0.0,0.05,0.2,0.05,0.2,0.25,0.2,0.05
335,19713,0,1,5,7,12,7,13,3,0,48.0,0.0,0.0,0.020833333333333332,0.10416666666666667,0.14583333333333334,0.25,0.14583333333333334,0.2708333333333333,0.0625,0.0
336,19717,0,0,0,0,0,0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
337,19720,3,3,12,7,13,15,13,16,4,86.0,0.03488372093023256,0.03488372093023256,0.03488372093023256,0.13953488372093023,0.08139534883720931,0.1511627906976744,0.1744186046511628,0.1511627906976744,0.18604651162790697,0.046511627906976744
338,19725,0,1,0,0,0,1,0,0,0,2.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0
339,19801,0,1,3,6,13,20,27,16,2,88.0,0.0,0.0,0.011363636363636364,0.03409090909090909,0.06818181818181818,0.14772727272727273,0.22727272727272727,0.3068181818181818,0.18181818181818182,0.022727272727272728
340,19802,0,1,2,1,1,3,5,3,1,17.0,0.0,0.0,0.058823529411764705,0.11764705882352941,0.058823529411764705,0.058823529411764705,0.17647058823529413,0.29411764705882354,0.17647058823529413,0.058823529411764705
341,19803,0,1,4,8,15,28,10,3,0,69.0,0.0,0.0,0.014492753623188406,0.057971014492753624,0.11594202898550725,0.21739130434782608,0.4057971014492754,0.14492753623188406,0.043478260869565216,0.0
342,19804,0,1,4,0,5,4,6,5,3,28.0,0.0,0.0,0.03571428571428571,0.14285714285714285,0.0,0.17857142857142858,0.14285714285714285,0.21428571428571427,0.17857142857142858,0.10714285714285714
343,19805,0,2,1,2,6,12,22,14,3,62.0,0.0,0.0,0.03225806451612903,0.016129032258064516,0.03225806451612903,0.0967741935483871,0.1935483870967742,0.3548387096774194,0.22580645161290322,0.04838709677419355
344,19806,0,0,0,1,7,8,7,5,1,29.0,0.0,0.0,0.0,0.0,0.034482758620689655,0.2413793103448276,0.27586206896551724,0.2413793103448276,0.1724137931034483,0.034482758620689655
345,19807,0,0,0,0,2,2,4,1,1,10.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.4,0.1,0.1
346,19808,1,5,8,13,16,14,22,9,0,88.0,0.011363636363636364,0.011363636363636364,0.056818181818181816,0.09090909090909091,0.14772727272727273,0.18181818181818182,0.1590909090909091,0.25,0.10227272727272728,0.0
347,19809,0,0,1,2,3,4,7,2,0,19.0,0.0,0.0,0.0,0.05263157894736842,0.10526315789473684,0.15789473684210525,0.21052631578947367,0.3684210526315789,0.10526315789473684,0.0
348,19810,0,0,3,3,9,11,12,8,0,46.0,0.0,0.0,0.0,0.06521739130434782,0.06521739130434782,0.1956521739130435,0.2391304347826087,0.2608695652173913,0.17391304347826086,0.0
349,28801,0,0,0,0,0,0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
350,32246,0,0,0,0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
351,32709,0,0,0,0,0,0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
352,33503,0,0,0,0,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
353,33510,0,0,0,1,1,6,0,4,1,13.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.07692307692307693,0.46153846153846156,0.0,0.3076923076923077,0.07692307692307693
354,33511,0,5,20,29,31,40,47,30,11,213.0,0.0,0.0,0.023474178403755867,0.09389671361502347,0.13615023474178403,0.14553990610328638,0.18779342723004694,0.22065727699530516,0.14084507042253522,0.051643192488262914
355,33525,0,0,0,0,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
356,33527,0,0,1,1,0,0,2,1,0,5.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.4,0.2,0.0
357,33534,1,0,0,1,1,1,7,1,2,14.0,0.07142857142857142,0.07142857142857142,0.0,0.0,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.5,0.07142857142857142,0.14285714285714285
358,33541,0,1,0,2,0,4,0,2,0,9.0,0.0,0.0,0.1111111111111111,0.0,0.2222222222222222,0.0,0.4444444444444444,0.0,0.2222222222222222,0.0
359,33542,0,0,1,3,3,7,4,7,2,27.0,0.0,0.0,0.0,0.037037037037037035,0.1111111111111111,0.1111111111111111,0.25925925925925924,0.14814814814814814,0.25925925925925924,0.07407407407407407
360,33543,0,2,4,9,8,15,11,3,0,52.0,0.0,0.0,0.038461538461538464,0.07692307692307693,0.17307692307692307,0.15384615384615385,0.28846153846153844,0.21153846153846154,0.057692307692307696,0.0
361,33544,0,1,2,9,11,15,16,11,1,66.0,0.0,0.0,0.015151515151515152,0.030303030303030304,0.13636363636363635,0.16666666666666666,0.22727272727272727,0.24242424242424243,0.16666666666666666,0.015151515151515152
362,33545,0,2,0,0,1,2,3,1,0,9.0,0.0,0.0,0.2222222222222222,0.0,0.0,0.1111111111111111,0.2222222222222222,0.3333333333333333,0.1111111111111111,0.0
363,33547,0,1,2,3,5,4,3,0,0,18.0,0.0,0.0,0.05555555555555555,0.1111111111111111,0.16666666666666666,0.2777777777777778,0.2222222222222222,0.16666666666666666,0.0,0.0
364,33548,0,1,1,1,3,2,5,5,0,18.0,0.0,0.0,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.16666666666666666,0.1111111111111111,0.2777777777777778,0.2777777777777778,0.0
365,33549,0,2,2,4,4,7,9,2,4,34.0,0.0,0.0,0.058823529411764705,0.058823529411764705,0.11764705882352941,0.11764705882352941,0.20588235294117646,0.2647058823529412,0.058823529411764705,0.11764705882352941
366,33556,0,0,3,5,4,7,7,3,2,31.0,0.0,0.0,0.0,0.0967741935483871,0.16129032258064516,0.12903225806451613,0.22580645161290322,0.22580645161290322,0.0967741935483871,0.06451612903225806
367,33558,0,1,2,1,4,8,7,4,2,29.0,0.0,0.0,0.034482758620689655,0.06896551724137931,0.034482758620689655,0.13793103448275862,0.27586206896551724,0.2413793103448276,0.13793103448275862,0.06896551724137931
368,33559,2,2,4,2,7,11,16,11,3,58.0,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.06896551724137931,0.034482758620689655,0.1206896551724138,0.1896551724137931,0.27586206896551724,0.1896551724137931,0.05172413793103448
369,33563,0,4,6,4,11,18,12,10,2,67.0,0.0,0.0,0.05970149253731343,0.08955223880597014,0.05970149253731343,0.16417910447761194,0.26865671641791045,0.1791044776119403,0.14925373134328357,0.029850746268656716
370,33565,0,0,0,0,0,0,2,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
371,33566,0,2,0,7,4,6,1,0,0,20.0,0.0,0.0,0.1,0.0,0.35,0.2,0.3,0.05,0.0,0.0
372,33567,0,0,1,0,0,0,1,0,1,3.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333
373,33568,0,0,0,0,0,0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
374,33569,0,3,6,6,6,3,8,5,0,37.0,0.0,0.0,0.08108108108108109,0.16216216216216217,0.16216216216216217,0.16216216216216217,0.08108108108108109,0.21621621621621623,0.13513513513513514,0.0
375,33570,0,0,3,4,5,5,10,7,1,35.0,0.0,0.0,0.0,0.08571428571428572,0.11428571428571428,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.2,0.02857142857142857
376,33572,0,0,3,4,1,10,6,3,1,28.0,0.0,0.0,0.0,0.10714285714285714,0.14285714285714285,0.03571428571428571,0.35714285714285715,0.21428571428571427,0.10714285714285714,0.03571428571428571
377,33573,0,3,2,4,7,2,5,0,0,23.0,0.0,0.0,0.13043478260869565,0.08695652173913043,0.17391304347826086,0.30434782608695654,0.08695652173913043,0.21739130434782608,0.0,0.0
378,33576,0,0,1,0,1,2,3,1,1,9.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,0.2222222222222222,0.3333333333333333,0.1111111111111111,0.1111111111111111
379,33578,0,4,10,12,16,18,26,13,4,103.0,0.0,0.0,0.038834951456310676,0.0970873786407767,0.11650485436893204,0.1553398058252427,0.17475728155339806,0.2524271844660194,0.1262135922330097,0.038834951456310676
380,33579,0,3,0,2,2,6,4,3,0,20.0,0.0,0.0,0.15,0.0,0.1,0.1,0.3,0.2,0.15,0.0
381,33584,0,6,4,5,7,6,6,6,1,41.0,0.0,0.0,0.14634146341463414,0.0975609756097561,0.12195121951219512,0.17073170731707318,0.14634146341463414,0.14634146341463414,0.14634146341463414,0.024390243902439025
382,33592,0,0,0,0,0,2,3,1,0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.5,0.16666666666666666,0.0
383,33594,0,0,3,7,3,8,7,3,1,32.0,0.0,0.0,0.0,0.09375,0.21875,0.09375,0.25,0.21875,0.09375,0.03125
384,33596,0,1,0,3,7,5,7,4,2,29.0,0.0,0.0,0.034482758620689655,0.0,0.10344827586206896,0.2413793103448276,0.1724137931034483,0.2413793103448276,0.13793103448275862,0.06896551724137931
385,33598,0,0,0,0,1,1,1,2,2,7.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.2857142857142857
386,33601,0,0,0,0,0,0,1,1,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
387,33602,0,1,4,9,16,44,48,36,7,165.0,0.0,0.0,0.006060606060606061,0.024242424242424242,0.05454545454545454,0.09696969696969697,0.26666666666666666,0.2909090909090909,0.21818181818181817,0.04242424242424243
388,33603,0,1,1,1,2,5,13,12,5,40.0,0.0,0.0,0.025,0.025,0.025,0.05,0.125,0.325,0.3,0.125
389,33604,2,2,3,5,8,11,22,23,7,83.0,0.024096385542168676,0.024096385542168676,0.024096385542168676,0.03614457831325301,0.060240963855421686,0.0963855421686747,0.13253012048192772,0.26506024096385544,0.27710843373493976,0.08433734939759036
390,33605,0,4,1,4,7,7,27,27,3,80.0,0.0,0.0,0.05,0.0125,0.05,0.0875,0.0875,0.3375,0.3375,0.0375
391,33606,0,2,4,4,13,19,37,31,5,115.0,0.0,0.0,0.017391304347826087,0.034782608695652174,0.034782608695652174,0.11304347826086956,0.16521739130434782,0.3217391304347826,0.26956521739130435,0.043478260869565216
392,33607,0,6,14,22,25,37,52,35,13,204.0,0.0,0.0,0.029411764705882353,0.06862745098039216,0.10784313725490197,0.12254901960784313,0.18137254901960784,0.2549019607843137,0.1715686274509804,0.06372549019607843
393,33609,1,1,2,10,12,20,35,19,2,102.0,0.00980392156862745,0.00980392156862745,0.00980392156862745,0.0196078431372549,0.09803921568627451,0.11764705882352941,0.19607843137254902,0.3431372549019608,0.18627450980392157,0.0196078431372549
394,33610,2,7,6,5,6,12,21,11,3,73.0,0.0273972602739726,0.0273972602739726,0.0958904109589041,0.0821917808219178,0.0684931506849315,0.0821917808219178,0.1643835616438356,0.2876712328767123,0.1506849315068493,0.0410958904109589
395,33611,0,4,8,4,5,23,17,21,6,88.0,0.0,0.0,0.045454545454545456,0.09090909090909091,0.045454545454545456,0.056818181818181816,0.26136363636363635,0.19318181818181818,0.23863636363636365,0.06818181818181818
396,33612,1,11,12,21,18,27,37,32,2,161.0,0.006211180124223602,0.006211180124223602,0.06832298136645963,0.07453416149068323,0.13043478260869565,0.11180124223602485,0.16770186335403728,0.22981366459627328,0.19875776397515527,0.012422360248447204
397,33613,0,2,4,5,2,14,17,12,2,58.0,0.0,0.0,0.034482758620689655,0.06896551724137931,0.08620689655172414,0.034482758620689655,0.2413793103448276,0.29310344827586204,0.20689655172413793,0.034482758620689655
398,33614,0,3,4,11,8,9,26,21,4,86.0,0.0,0.0,0.03488372093023256,0.046511627906976744,0.12790697674418605,0.09302325581395349,0.10465116279069768,0.3023255813953488,0.2441860465116279,0.046511627906976744
399,33615,0,5,8,2,9,9,18,17,5,73.0,0.0,0.0,0.0684931506849315,0.1095890410958904,0.0273972602739726,0.1232876712328767,0.1232876712328767,0.2465753424657534,0.2328767123287671,0.0684931506849315
400,33616,0,0,0,0,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
401,33617,0,3,7,8,13,16,22,23,2,94.0,0.0,0.0,0.031914893617021274,0.07446808510638298,0.0851063829787234,0.13829787234042554,0.1702127659574468,0.23404255319148937,0.24468085106382978,0.02127659574468085
402,33618,0,1,4,9,21,27,49,14,5,130.0,0.0,0.0,0.007692307692307693,0.03076923076923077,0.06923076923076923,0.16153846153846155,0.2076923076923077,0.3769230769230769,0.1076923076923077,0.038461538461538464
403,33619,2,9,4,5,10,10,19,14,6,79.0,0.02531645569620253,0.02531645569620253,0.11392405063291139,0.05063291139240506,0.06329113924050633,0.12658227848101267,0.12658227848101267,0.24050632911392406,0.17721518987341772,0.0759493670886076
404,33620,0,0,0,0,0,1,1,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0
405,33621,0,0,0,0,0,3,1,0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.25,0.0,0.0
406,33622,0,0,0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
407,33623,0,0,0,0,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
408,33624,0,1,2,2,3,5,12,7,0,32.0,0.0,0.0,0.03125,0.0625,0.0625,0.09375,0.15625,0.375,0.21875,0.0
409,33625,1,2,4,3,8,15,8,6,0,47.0,0.02127659574468085,0.02127659574468085,0.0425531914893617,0.0851063829787234,0.06382978723404255,0.1702127659574468,0.3191489361702128,0.1702127659574468,0.1276595744680851,0.0
410,33626,0,0,3,4,5,16,15,6,0,49.0,0.0,0.0,0.0,0.061224489795918366,0.08163265306122448,0.10204081632653061,0.32653061224489793,0.30612244897959184,0.12244897959183673,0.0
411,33629,0,0,3,2,8,12,25,23,4,77.0,0.0,0.0,0.0,0.03896103896103896,0.025974025974025976,0.1038961038961039,0.15584415584415584,0.3246753246753247,0.2987012987012987,0.05194805194805195
412,33634,0,1,2,9,7,14,19,9,1,62.0,0.0,0.0,0.016129032258064516,0.03225806451612903,0.14516129032258066,0.11290322580645161,0.22580645161290322,0.3064516129032258,0.14516129032258066,0.016129032258064516
413,33635,0,2,2,0,4,2,9,4,3,26.0,0.0,0.0,0.07692307692307693,0.07692307692307693,0.0,0.15384615384615385,0.07692307692307693,0.34615384615384615,0.15384615384615385,0.11538461538461539
414,33637,0,0,0,2,2,2,3,0,2,11.0,0.0,0.0,0.0,0.0,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.2727272727272727,0.0,0.18181818181818182
415,33647,0,4,5,9,13,16,24,21,2,94.0,0.0,0.0,0.0425531914893617,0.05319148936170213,0.09574468085106383,0.13829787234042554,0.1702127659574468,0.2553191489361702,0.22340425531914893,0.02127659574468085
416,33701,0,2,3,7,7,34,61,47,9,170.0,0.0,0.0,0.011764705882352941,0.01764705882352941,0.041176470588235294,0.041176470588235294,0.2,0.3588235294117647,0.27647058823529413,0.052941176470588235
417,33702,1,2,7,4,8,8,6,11,2,49.0,0.02040816326530612,0.02040816326530612,0.04081632653061224,0.14285714285714285,0.08163265306122448,0.16326530612244897,0.16326530612244897,0.12244897959183673,0.22448979591836735,0.04081632653061224
418,33703,0,0,1,2,2,7,9,5,1,27.0,0.0,0.0,0.0,0.037037037037037035,0.07407407407407407,0.07407407407407407,0.25925925925925924,0.3333333333333333,0.18518518518518517,0.037037037037037035
419,33704,0,2,2,3,5,7,12,6,3,40.0,0.0,0.0,0.05,0.05,0.075,0.125,0.175,0.3,0.15,0.075
420,33705,0,1,0,1,1,7,12,13,4,39.0,0.0,0.0,0.02564102564102564,0.0,0.02564102564102564,0.02564102564102564,0.1794871794871795,0.3076923076923077,0.3333333333333333,0.10256410256410256
421,33706,0,0,2,2,14,32,49,21,8,128.0,0.0,0.0,0.0,0.015625,0.015625,0.109375,0.25,0.3828125,0.1640625,0.0625
422,33707,0,3,1,3,4,8,17,18,8,62.0,0.0,0.0,0.04838709677419355,0.016129032258064516,0.04838709677419355,0.06451612903225806,0.12903225806451613,0.27419354838709675,0.2903225806451613,0.12903225806451613
423,33708,0,1,1,4,4,17,19,21,2,69.0,0.0,0.0,0.014492753623188406,0.014492753623188406,0.057971014492753624,0.057971014492753624,0.2463768115942029,0.2753623188405797,0.30434782608695654,0.028985507246376812
424,33709,2,3,2,3,3,14,9,13,0,49.0,0.04081632653061224,0.04081632653061224,0.061224489795918366,0.04081632653061224,0.061224489795918366,0.061224489795918366,0.2857142857142857,0.1836734693877551,0.2653061224489796,0.0
425,33710,0,3,4,12,14,12,20,11,3,79.0,0.0,0.0,0.0379746835443038,0.05063291139240506,0.1518987341772152,0.17721518987341772,0.1518987341772152,0.25316455696202533,0.13924050632911392,0.0379746835443038
426,33711,0,5,6,4,2,5,5,3,1,31.0,0.0,0.0,0.16129032258064516,0.1935483870967742,0.12903225806451613,0.06451612903225806,0.16129032258064516,0.16129032258064516,0.0967741935483871,0.03225806451612903
427,33712,1,0,0,3,1,4,6,16,1,32.0,0.03125,0.03125,0.0,0.0,0.09375,0.03125,0.125,0.1875,0.5,0.03125
428,33713,0,5,5,3,4,11,18,11,6,63.0,0.0,0.0,0.07936507936507936,0.07936507936507936,0.047619047619047616,0.06349206349206349,0.1746031746031746,0.2857142857142857,0.1746031746031746,0.09523809523809523
429,33714,0,0,1,2,0,3,4,3,0,13.0,0.0,0.0,0.0,0.07692307692307693,0.15384615384615385,0.0,0.23076923076923078,0.3076923076923077,0.23076923076923078,0.0
430,33715,0,0,0,0,2,1,4,8,0,15.0,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.06666666666666667,0.26666666666666666,0.5333333333333333,0.0
431,33716,0,0,1,0,5,8,8,3,0,25.0,0.0,0.0,0.0,0.04,0.0,0.2,0.32,0.32,0.12,0.0
432,33755,0,1,2,2,1,7,10,18,4,45.0,0.0,0.0,0.022222222222222223,0.044444444444444446,0.044444444444444446,0.022222222222222223,0.15555555555555556,0.2222222222222222,0.4,0.08888888888888889
433,33756,0,1,4,4,4,8,13,17,1,52.0,0.0,0.0,0.019230769230769232,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.15384615384615385,0.25,0.3269230769230769,0.019230769230769232
434,33759,0,2,4,4,8,15,10,8,0,51.0,0.0,0.0,0.0392156862745098,0.0784313725490196,0.0784313725490196,0.1568627450980392,0.29411764705882354,0.19607843137254902,0.1568627450980392,0.0
435,33760,0,1,0,1,5,5,5,2,0,19.0,0.0,0.0,0.05263157894736842,0.0,0.05263157894736842,0.2631578947368421,0.2631578947368421,0.2631578947368421,0.10526315789473684,0.0
436,33761,0,0,2,9,5,18,18,4,0,56.0,0.0,0.0,0.0,0.03571428571428571,0.16071428571428573,0.08928571428571429,0.32142857142857145,0.32142857142857145,0.07142857142857142,0.0
437,33762,1,0,3,5,4,7,10,8,3,41.0,0.024390243902439025,0.024390243902439025,0.0,0.07317073170731707,0.12195121951219512,0.0975609756097561,0.17073170731707318,0.24390243902439024,0.1951219512195122,0.07317073170731707
438,33763,0,1,0,0,1,2,7,3,1,15.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.06666666666666667,0.13333333333333333,0.4666666666666667,0.2,0.06666666666666667
439,33764,1,0,1,5,6,5,7,11,2,38.0,0.02631578947368421,0.02631578947368421,0.0,0.02631578947368421,0.13157894736842105,0.15789473684210525,0.13157894736842105,0.18421052631578946,0.2894736842105263,0.05263157894736842
440,33765,0,2,11,9,3,14,17,13,3,72.0,0.0,0.0,0.027777777777777776,0.1527777777777778,0.125,0.041666666666666664,0.19444444444444445,0.2361111111111111,0.18055555555555555,0.041666666666666664
441,33767,0,0,2,4,11,28,36,22,0,103.0,0.0,0.0,0.0,0.019417475728155338,0.038834951456310676,0.10679611650485436,0.27184466019417475,0.34951456310679613,0.21359223300970873,0.0
442,33770,0,3,2,10,2,12,19,7,2,57.0,0.0,0.0,0.05263157894736842,0.03508771929824561,0.17543859649122806,0.03508771929824561,0.21052631578947367,0.3333333333333333,0.12280701754385964,0.03508771929824561
443,33771,1,3,4,9,13,18,17,13,5,83.0,0.012048192771084338,0.012048192771084338,0.03614457831325301,0.04819277108433735,0.10843373493975904,0.1566265060240964,0.21686746987951808,0.20481927710843373,0.1566265060240964,0.060240963855421686
444,33772,0,2,3,5,7,15,14,7,5,58.0,0.0,0.0,0.034482758620689655,0.05172413793103448,0.08620689655172414,0.1206896551724138,0.25862068965517243,0.2413793103448276,0.1206896551724138,0.08620689655172414
445,33773,0,1,1,1,2,5,5,3,0,18.0,0.0,0.0,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.1111111111111111,0.2777777777777778,0.2777777777777778,0.16666666666666666,0.0
446,33774,0,3,1,2,2,9,9,6,1,33.0,0.0,0.0,0.09090909090909091,0.030303030303030304,0.06060606060606061,0.06060606060606061,0.2727272727272727,0.2727272727272727,0.18181818181818182,0.030303030303030304
447,33776,0,0,1,1,1,5,2,0,1,11.0,0.0,0.0,0.0,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.45454545454545453,0.18181818181818182,0.0,0.09090909090909091
448,33777,0,1,1,2,3,5,2,3,0,17.0,0.0,0.0,0.058823529411764705,0.058823529411764705,0.11764705882352941,0.17647058823529413,0.29411764705882354,0.11764705882352941,0.17647058823529413,0.0
