,postal_code,stars_1.0,stars_1.5,stars_2.0,stars_2.5,stars_3.0,stars_3.5,stars_4.0,stars_4.5,stars_5.0,total_stars,stars_1.0_ratio,ratio_stars_1.0,ratio_stars_1.5,ratio_stars_2.0,ratio_stars_2.5,ratio_stars_3.0,ratio_stars_3.5,ratio_stars_4.0,ratio_stars_4.5,ratio_stars_5.0
152,19010,0,1,1,3,5,18,16,8,1,53.0,0.0,0.0,0.018867924528301886,0.018867924528301886,0.05660377358490566,0.09433962264150944,0.33962264150943394,0.3018867924528302,0.1509433962264151,0.018867924528301886
153,19012,0,0,0,2,0,0,3,2,0,7.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.42857142857142855,0.2857142857142857,0.0
154,19013,1,0,0,7,2,1,10,2,0,23.0,0.043478260869565216,0.043478260869565216,0.0,0.0,0.30434782608695654,0.08695652173913043,0.043478260869565216,0.43478260869565216,0.08695652173913043,0.0
155,19014,0,0,0,5,8,11,6,7,1,38.0,0.0,0.0,0.0,0.0,0.13157894736842105,0.21052631578947367,0.2894736842105263,0.15789473684210525,0.18421052631578946,0.02631578947368421
156,19015,1,2,5,3,5,4,5,3,0,28.0,0.03571428571428571,0.03571428571428571,0.07142857142857142,0.17857142857142858,0.10714285714285714,0.17857142857142858,0.14285714285714285,0.17857142857142858,0.10714285714285714,0.0
157,19018,0,1,4,3,5,9,8,5,1,36.0,0.0,0.0,0.027777777777777776,0.1111111111111111,0.08333333333333333,0.1388888888888889,0.25,0.2222222222222222,0.1388888888888889,0.027777777777777776
158,19019,0,0,0,0,0,0,2,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
159,19020,1,1,7,22,23,28,26,10,1,119.0,0.008403361344537815,0.008403361344537815,0.008403361344537815,0.058823529411764705,0.18487394957983194,0.19327731092436976,0.23529411764705882,0.2184873949579832,0.08403361344537816,0.008403361344537815
160,19021,0,0,0,2,2,1,9,1,0,15.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.13333333333333333,0.06666666666666667,0.6,0.06666666666666667,0.0
161,19022,0,0,0,2,1,0,3,0,0,6.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.16666666666666666,0.0,0.5,0.0,0.0
162,19023,1,0,0,2,3,5,3,4,0,18.0,0.05555555555555555,0.05555555555555555,0.0,0.0,0.1111111111111111,0.16666666666666666,0.2777777777777778,0.16666666666666666,0.2222222222222222,0.0
163,19025,0,1,1,3,2,2,2,2,0,13.0,0.0,0.0,0.07692307692307693,0.07692307692307693,0.23076923076923078,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.0
164,19026,0,0,0,8,7,9,12,12,1,49.0,0.0,0.0,0.0,0.0,0.16326530612244897,0.14285714285714285,0.1836734693877551,0.24489795918367346,0.24489795918367346,0.02040816326530612
165,19027,0,1,1,1,4,5,10,6,3,31.0,0.0,0.0,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.12903225806451613,0.16129032258064516,0.3225806451612903,0.1935483870967742,0.0967741935483871
166,19029,0,0,0,2,1,2,6,5,0,16.0,0.0,0.0,0.0,0.0,0.125,0.0625,0.125,0.375,0.3125,0.0
167,19030,0,1,0,4,8,6,9,2,0,30.0,0.0,0.0,0.03333333333333333,0.0,0.13333333333333333,0.26666666666666666,0.2,0.3,0.06666666666666667,0.0
168,19031,0,1,0,2,1,5,4,0,1,14.0,0.0,0.0,0.07142857142857142,0.0,0.14285714285714285,0.07142857142857142,0.35714285714285715,0.2857142857142857,0.0,0.07142857142857142
169,19032,0,1,0,1,0,4,4,3,1,14.0,0.0,0.0,0.07142857142857142,0.0,0.07142857142857142,0.0,0.2857142857142857,0.2857142857142857,0.21428571428571427,0.07142857142857142
170,19033,0,0,2,2,5,5,12,5,1,32.0,0.0,0.0,0.0,0.0625,0.0625,0.15625,0.15625,0.375,0.15625,0.03125
171,19034,0,0,0,1,1,3,5,0,0,10.0,0.0,0.0,0.0,0.0,0.1,0.1,0.3,0.5,0.0,0.0
172,19035,0,0,0,0,0,0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
173,19036,0,0,1,5,5,2,4,4,1,22.0,0.0,0.0,0.0,0.045454545454545456,0.22727272727272727,0.22727272727272727,0.09090909090909091,0.18181818181818182,0.18181818181818182,0.045454545454545456
174,19038,0,2,0,3,5,11,17,10,2,50.0,0.0,0.0,0.04,0.0,0.06,0.1,0.22,0.34,0.2,0.04
175,19040,0,0,1,3,2,8,9,9,4,36.0,0.0,0.0,0.0,0.027777777777777776,0.08333333333333333,0.05555555555555555,0.2222222222222222,0.25,0.25,0.1111111111111111
176,19041,0,0,0,1,0,1,1,1,0,4.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.25,0.25,0.0
177,19043,0,1,1,2,2,3,0,0,0,9.0,0.0,0.0,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.2222222222222222,0.3333333333333333,0.0,0.0,0.0
178,19044,0,1,4,3,11,12,12,4,0,47.0,0.0,0.0,0.02127659574468085,0.0851063829787234,0.06382978723404255,0.23404255319148937,0.2553191489361702,0.2553191489361702,0.0851063829787234,0.0
179,19046,0,0,3,7,2,9,14,7,2,44.0,0.0,0.0,0.0,0.06818181818181818,0.1590909090909091,0.045454545454545456,0.20454545454545456,0.3181818181818182,0.1590909090909091,0.045454545454545456
180,19047,0,7,2,7,16,19,21,8,2,82.0,0.0,0.0,0.08536585365853659,0.024390243902439025,0.08536585365853659,0.1951219512195122,0.23170731707317074,0.25609756097560976,0.0975609756097561,0.024390243902439025
181,19050,0,1,3,6,6,5,5,8,0,34.0,0.0,0.0,0.029411764705882353,0.08823529411764706,0.17647058823529413,0.17647058823529413,0.14705882352941177,0.14705882352941177,0.23529411764705882,0.0
182,19053,0,3,4,9,12,14,17,9,2,70.0,0.0,0.0,0.04285714285714286,0.05714285714285714,0.12857142857142856,0.17142857142857143,0.2,0.24285714285714285,0.12857142857142856,0.02857142857142857
183,19054,0,0,1,0,1,3,6,3,0,14.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.07142857142857142,0.21428571428571427,0.42857142857142855,0.21428571428571427,0.0
184,19055,1,1,3,0,3,2,7,0,1,18.0,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.16666666666666666,0.0,0.16666666666666666,0.1111111111111111,0.3888888888888889,0.0,0.05555555555555555
185,19056,0,1,4,4,7,6,6,0,0,28.0,0.0,0.0,0.03571428571428571,0.14285714285714285,0.14285714285714285,0.25,0.21428571428571427,0.21428571428571427,0.0,0.0
186,19057,0,2,0,3,2,6,9,8,0,30.0,0.0,0.0,0.06666666666666667,0.0,0.1,0.06666666666666667,0.2,0.3,0.26666666666666666,0.0
187,19060,0,0,0,1,1,1,4,2,0,9.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.4444444444444444,0.2222222222222222,0.0
188,19061,0,2,2,5,6,8,4,9,1,37.0,0.0,0.0,0.05405405405405406,0.05405405405405406,0.13513513513513514,0.16216216216216217,0.21621621621621623,0.10810810810810811,0.24324324324324326,0.02702702702702703
189,19063,0,1,4,4,8,24,32,16,1,90.0,0.0,0.0,0.011111111111111112,0.044444444444444446,0.044444444444444446,0.08888888888888889,0.26666666666666666,0.35555555555555557,0.17777777777777778,0.011111111111111112
190,19064,0,2,4,11,14,15,11,5,2,64.0,0.0,0.0,0.03125,0.0625,0.171875,0.21875,0.234375,0.171875,0.078125,0.03125
191,19066,0,1,0,0,0,0,3,0,0,4.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.75,0.0,0.0
192,19067,0,2,4,2,14,20,27,13,0,82.0,0.0,0.0,0.024390243902439025,0.04878048780487805,0.024390243902439025,0.17073170731707318,0.24390243902439024,0.32926829268292684,0.15853658536585366,0.0
193,19070,0,1,1,1,2,2,1,1,0,9.0,0.0,0.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.0
194,19072,0,0,0,1,3,3,10,1,1,19.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.15789473684210525,0.15789473684210525,0.5263157894736842,0.05263157894736842,0.05263157894736842
195,19073,0,0,2,4,8,7,11,8,1,41.0,0.0,0.0,0.0,0.04878048780487805,0.0975609756097561,0.1951219512195122,0.17073170731707318,0.2682926829268293,0.1951219512195122,0.024390243902439025
196,19074,0,0,1,0,0,1,2,0,1,5.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.4,0.0,0.2
197,19075,0,0,0,1,2,0,2,1,0,6.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.16666666666666666,0.0
198,19076,0,0,0,3,0,5,8,1,0,17.0,0.0,0.0,0.0,0.0,0.17647058823529413,0.0,0.29411764705882354,0.47058823529411764,0.058823529411764705,0.0
199,19078,0,0,1,1,2,5,4,2,0,15.0,0.0,0.0,0.0,0.06666666666666667,0.06666666666666667,0.13333333333333333,0.3333333333333333,0.26666666666666666,0.13333333333333333,0.0
200,19079,0,0,2,1,1,2,0,0,0,6.0,0.0,0.0,0.0,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.0,0.0,0.0
201,19080,0,0,0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
202,19081,0,0,0,0,2,3,6,2,0,13.0,0.0,0.0,0.0,0.0,0.0,0.15384615384615385,0.23076923076923078,0.46153846153846156,0.15384615384615385,0.0
203,19082,1,4,3,5,10,16,20,10,1,70.0,0.014285714285714285,0.014285714285714285,0.05714285714285714,0.04285714285714286,0.07142857142857142,0.14285714285714285,0.22857142857142856,0.2857142857142857,0.14285714285714285,0.014285714285714285
204,19083,0,1,4,3,6,15,15,9,3,56.0,0.0,0.0,0.017857142857142856,0.07142857142857142,0.05357142857142857,0.10714285714285714,0.26785714285714285,0.26785714285714285,0.16071428571428573,0.05357142857142857
205,19085,0,0,0,0,0,3,4,1,0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.5,0.125,0.0
206,19086,0,0,0,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
207,19087,0,2,2,3,6,24,26,11,3,77.0,0.0,0.0,0.025974025974025976,0.025974025974025976,0.03896103896103896,0.07792207792207792,0.3116883116883117,0.33766233766233766,0.14285714285714285,0.03896103896103896
208,19090,1,2,10,6,11,11,11,11,1,64.0,0.015625,0.015625,0.03125,0.15625,0.09375,0.171875,0.171875,0.171875,0.171875,0.015625
209,19092,0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
210,19094,0,1,2,0,3,2,3,2,1,14.0,0.0,0.0,0.07142857142857142,0.14285714285714285,0.0,0.21428571428571427,0.14285714285714285,0.21428571428571427,0.14285714285714285,0.07142857142857142
211,19095,0,2,2,2,3,4,1,0,1,15.0,0.0,0.0,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.2,0.26666666666666666,0.06666666666666667,0.0,0.06666666666666667
212,19096,0,0,0,1,3,3,5,3,0,15.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.2,0.2,0.3333333333333333,0.2,0.0
213,19101,0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
214,19102,0,0,4,8,17,32,31,13,0,105.0,0.0,0.0,0.0,0.0380952380952381,0.0761904761904762,0.1619047619047619,0.3047619047619048,0.29523809523809524,0.12380952380952381,0.0
215,19103,0,0,4,4,32,63,78,54,5,240.0,0.0,0.0,0.0,0.016666666666666666,0.016666666666666666,0.13333333333333333,0.2625,0.325,0.225,0.020833333333333332
216,19104,0,3,11,20,37,64,70,37,5,247.0,0.0,0.0,0.012145748987854251,0.044534412955465584,0.08097165991902834,0.14979757085020243,0.2591093117408907,0.2834008097165992,0.14979757085020243,0.020242914979757085
217,19106,0,1,4,5,18,29,49,31,2,139.0,0.0,0.0,0.007194244604316547,0.02877697841726619,0.03597122302158273,0.12949640287769784,0.20863309352517986,0.35251798561151076,0.22302158273381295,0.014388489208633094
218,19107,0,3,7,10,38,80,109,75,1,323.0,0.0,0.0,0.009287925696594427,0.021671826625386997,0.030959752321981424,0.11764705882352941,0.2476780185758514,0.33746130030959753,0.23219814241486067,0.0030959752321981426
219,19111,0,2,10,5,15,11,7,8,0,58.0,0.0,0.0,0.034482758620689655,0.1724137931034483,0.08620689655172414,0.25862068965517243,0.1896551724137931,0.1206896551724138,0.13793103448275862,0.0
220,19112,0,0,0,1,1,1,3,0,0,6.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.5,0.0,0.0
221,19113,0,0,1,1,0,0,0,0,0,2.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0
222,19114,0,2,4,11,11,17,16,3,1,65.0,0.0,0.0,0.03076923076923077,0.06153846153846154,0.16923076923076924,0.16923076923076924,0.26153846153846155,0.24615384615384617,0.046153846153846156,0.015384615384615385
223,19115,1,2,1,9,7,13,11,8,0,52.0,0.019230769230769232,0.019230769230769232,0.038461538461538464,0.019230769230769232,0.17307692307692307,0.1346153846153846,0.25,0.21153846153846154,0.15384615384615385,0.0
224,19116,0,1,0,6,6,16,15,5,1,50.0,0.0,0.0,0.02,0.0,0.12,0.12,0.32,0.3,0.1,0.02
225,19118,0,0,0,2,7,10,11,8,0,38.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.18421052631578946,0.2631578947368421,0.2894736842105263,0.21052631578947367,0.0
226,19119,0,1,0,2,5,4,8,6,4,30.0,0.0,0.0,0.03333333333333333,0.0,0.06666666666666667,0.16666666666666666,0.13333333333333333,0.26666666666666666,0.2,0.13333333333333333
227,19120,2,4,7,7,7,21,9,13,0,70.0,0.02857142857142857,0.02857142857142857,0.05714285714285714,0.1,0.1,0.1,0.3,0.12857142857142856,0.18571428571428572,0.0
228,19121,0,3,3,2,6,7,7,6,0,34.0,0.0,0.0,0.08823529411764706,0.08823529411764706,0.058823529411764705,0.17647058823529413,0.20588235294117646,0.20588235294117646,0.17647058823529413,0.0
229,19122,1,2,2,2,3,12,19,23,5,69.0,0.014492753623188406,0.014492753623188406,0.028985507246376812,0.028985507246376812,0.028985507246376812,0.043478260869565216,0.17391304347826086,0.2753623188405797,0.3333333333333333,0.07246376811594203
230,19123,0,1,5,3,21,17,51,28,4,130.0,0.0,0.0,0.007692307692307693,0.038461538461538464,0.023076923076923078,0.16153846153846155,0.13076923076923078,0.3923076923076923,0.2153846153846154,0.03076923076923077
231,19124,2,4,8,9,5,13,10,4,1,56.0,0.03571428571428571,0.03571428571428571,0.07142857142857142,0.14285714285714285,0.16071428571428573,0.08928571428571429,0.23214285714285715,0.17857142857142858,0.07142857142857142,0.017857142857142856
232,19125,0,1,2,4,10,6,34,32,6,95.0,0.0,0.0,0.010526315789473684,0.021052631578947368,0.042105263157894736,0.10526315789473684,0.06315789473684211,0.35789473684210527,0.3368421052631579,0.06315789473684211
233,19126,0,1,0,0,2,0,5,2,0,10.0,0.0,0.0,0.1,0.0,0.0,0.2,0.0,0.5,0.2,0.0
234,19127,0,0,0,3,5,9,20,15,1,53.0,0.0,0.0,0.0,0.0,0.05660377358490566,0.09433962264150944,0.16981132075471697,0.37735849056603776,0.2830188679245283,0.018867924528301886
235,19128,0,1,6,6,10,17,17,12,3,72.0,0.0,0.0,0.013888888888888888,0.08333333333333333,0.08333333333333333,0.1388888888888889,0.2361111111111111,0.2361111111111111,0.16666666666666666,0.041666666666666664
236,19129,0,1,1,2,1,2,8,3,0,18.0,0.0,0.0,0.05555555555555555,0.05555555555555555,0.1111111111111111,0.05555555555555555,0.1111111111111111,0.4444444444444444,0.16666666666666666,0.0
237,19130,0,0,1,4,10,23,39,23,5,105.0,0.0,0.0,0.0,0.009523809523809525,0.0380952380952381,0.09523809523809523,0.21904761904761905,0.37142857142857144,0.21904761904761905,0.047619047619047616
238,19131,1,5,8,10,8,5,7,3,0,47.0,0.02127659574468085,0.02127659574468085,0.10638297872340426,0.1702127659574468,0.2127659574468085,0.1702127659574468,0.10638297872340426,0.14893617021276595,0.06382978723404255,0.0
239,19132,1,2,6,1,1,6,7,1,2,27.0,0.037037037037037035,0.037037037037037035,0.07407407407407407,0.2222222222222222,0.037037037037037035,0.037037037037037035,0.2222222222222222,0.25925925925925924,0.037037037037037035,0.07407407407407407
240,19133,0,2,2,1,1,3,3,1,1,14.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.07142857142857142,0.07142857142857142,0.21428571428571427,0.21428571428571427,0.07142857142857142,0.07142857142857142
241,19134,1,2,7,5,11,8,20,12,7,73.0,0.0136986301369863,0.0136986301369863,0.0273972602739726,0.0958904109589041,0.0684931506849315,0.1506849315068493,0.1095890410958904,0.273972602739726,0.1643835616438356,0.0958904109589041
242,19135,1,1,8,7,9,9,7,8,3,53.0,0.018867924528301886,0.018867924528301886,0.018867924528301886,0.1509433962264151,0.1320754716981132,0.16981132075471697,0.16981132075471697,0.1320754716981132,0.1509433962264151,0.05660377358490566
243,19136,0,2,1,5,3,18,9,3,2,43.0,0.0,0.0,0.046511627906976744,0.023255813953488372,0.11627906976744186,0.06976744186046512,0.4186046511627907,0.20930232558139536,0.06976744186046512,0.046511627906976744
244,19137,1,0,1,2,2,4,0,1,1,12.0,0.08333333333333333,0.08333333333333333,0.0,0.08333333333333333,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.0,0.08333333333333333,0.08333333333333333
245,19138,0,0,5,5,2,3,5,0,0,20.0,0.0,0.0,0.0,0.25,0.25,0.1,0.15,0.25,0.0,0.0
246,19139,1,2,7,2,6,6,8,6,1,39.0,0.02564102564102564,0.02564102564102564,0.05128205128205128,0.1794871794871795,0.05128205128205128,0.15384615384615385,0.15384615384615385,0.20512820512820512,0.15384615384615385,0.02564102564102564
247,19140,3,2,3,4,7,12,13,5,2,51.0,0.058823529411764705,0.058823529411764705,0.0392156862745098,0.058823529411764705,0.0784313725490196,0.13725490196078433,0.23529411764705882,0.2549019607843137,0.09803921568627451,0.0392156862745098
248,19141,0,3,3,5,3,3,4,0,1,22.0,0.0,0.0,0.13636363636363635,0.13636363636363635,0.22727272727272727,0.13636363636363635,0.13636363636363635,0.18181818181818182,0.0,0.045454545454545456
249,19142,0,3,3,2,2,4,10,3,0,27.0,0.0,0.0,0.1111111111111111,0.1111111111111111,0.07407407407407407,0.07407407407407407,0.14814814814814814,0.37037037037037035,0.1111111111111111,0.0
250,19143,1,1,4,4,10,15,16,18,3,72.0,0.013888888888888888,0.013888888888888888,0.013888888888888888,0.05555555555555555,0.05555555555555555,0.1388888888888889,0.20833333333333334,0.2222222222222222,0.25,0.041666666666666664
251,19144,2,2,4,13,6,8,5,7,4,51.0,0.0392156862745098,0.0392156862745098,0.0392156862745098,0.0784313725490196,0.2549019607843137,0.11764705882352941,0.1568627450980392,0.09803921568627451,0.13725490196078433,0.0784313725490196
252,19145,2,0,7,7,10,14,27,22,7,96.0,0.020833333333333332,0.020833333333333332,0.0,0.07291666666666667,0.07291666666666667,0.10416666666666667,0.14583333333333334,0.28125,0.22916666666666666,0.07291666666666667
253,19146,0,4,2,7,4,17,28,23,10,95.0,0.0,0.0,0.042105263157894736,0.021052631578947368,0.07368421052631578,0.042105263157894736,0.17894736842105263,0.29473684210526313,0.24210526315789474,0.10526315789473684
254,19147,0,1,3,13,23,31,86,90,13,260.0,0.0,0.0,0.0038461538461538464,0.011538461538461539,0.05,0.08846153846153847,0.11923076923076924,0.33076923076923076,0.34615384615384615,0.05
255,19148,2,5,3,10,28,35,43,44,11,181.0,0.011049723756906077,0.011049723756906077,0.027624309392265192,0.016574585635359115,0.055248618784530384,0.15469613259668508,0.19337016574585636,0.23756906077348067,0.2430939226519337,0.06077348066298342
256,19149,0,7,4,11,13,20,13,6,2,76.0,0.0,0.0,0.09210526315789473,0.05263157894736842,0.14473684210526316,0.17105263157894737,0.2631578947368421,0.17105263157894737,0.07894736842105263,0.02631578947368421
257,19150,0,3,5,3,3,6,5,1,1,27.0,0.0,0.0,0.1111111111111111,0.18518518518518517,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.18518518518518517,0.037037037037037035,0.037037037037037035
258,19151,1,3,6,5,10,7,3,2,1,38.0,0.02631578947368421,0.02631578947368421,0.07894736842105263,0.15789473684210525,0.13157894736842105,0.2631578947368421,0.18421052631578946,0.07894736842105263,0.05263157894736842,0.02631578947368421
259,19152,0,1,2,5,7,16,5,6,1,43.0,0.0,0.0,0.023255813953488372,0.046511627906976744,0.11627906976744186,0.16279069767441862,0.37209302325581395,0.11627906976744186,0.13953488372093023,0.023255813953488372
260,19153,0,2,10,24,18,10,3,1,0,68.0,0.0,0.0,0.029411764705882353,0.14705882352941177,0.35294117647058826,0.2647058823529412,0.14705882352941177,0.04411764705882353,0.014705882352941176,0.0
261,19154,0,2,5,6,2,3,4,4,0,26.0,0.0,0.0,0.07692307692307693,0.19230769230769232,0.23076923076923078,0.07692307692307693,0.11538461538461539,0.15384615384615385,0.15384615384615385,0.0
262,19155,0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
263,19176,0,0,0,1,0,1,2,1,0,5.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.4,0.2,0.0
264,19195,0,0,0,1,0,0,0,1,0,2.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0
265,19301,0,1,2,2,3,3,10,7,1,29.0,0.0,0.0,0.034482758620689655,0.06896551724137931,0.06896551724137931,0.10344827586206896,0.10344827586206896,0.3448275862068966,0.2413793103448276,0.034482758620689655
266,19311,0,1,0,3,4,2,2,1,1,14.0,0.0,0.0,0.07142857142857142,0.0,0.21428571428571427,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.07142857142857142,0.07142857142857142
267,19312,0,0,1,2,3,6,10,8,0,30.0,0.0,0.0,0.0,0.03333333333333333,0.06666666666666667,0.1,0.2,0.3333333333333333,0.26666666666666666,0.0
268,19317,0,1,0,1,1,6,5,4,0,18.0,0.0,0.0,0.05555555555555555,0.0,0.05555555555555555,0.05555555555555555,0.3333333333333333,0.2777777777777778,0.2222222222222222,0.0
269,19320,0,1,1,1,1,0,4,0,0,8.0,0.0,0.0,0.125,0.125,0.125,0.125,0.0,0.5,0.0,0.0
270,19331,0,0,0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
271,19333,0,0,1,0,0,3,1,3,0,8.0,0.0,0.0,0.0,0.125,0.0,0.0,0.375,0.125,0.375,0.0
272,19335,0,1,3,8,10,15,19,8,1,65.0,0.0,0.0,0.015384615384615385,0.046153846153846156,0.12307692307692308,0.15384615384615385,0.23076923076923078,0.2923076923076923,0.12307692307692308,0.015384615384615385
273,19341,0,6,4,6,11,33,14,10,0,84.0,0.0,0.0,0.07142857142857142,0.047619047619047616,0.07142857142857142,0.13095238095238096,0.39285714285714285,0.16666666666666666,0.11904761904761904,0.0
274,19342,0,2,2,2,8,15,16,9,1,55.0,0.0,0.0,0.03636363636363636,0.03636363636363636,0.03636363636363636,0.14545454545454545,0.2727272727272727,0.2909090909090909,0.16363636363636364,0.01818181818181818
275,19343,0,0,0,0,0,2,1,1,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.25,0.25,0.0
276,19348,0,2,1,3,8,16,15,17,2,64.0,0.0,0.0,0.03125,0.015625,0.046875,0.125,0.25,0.234375,0.265625,0.03125
277,19353,0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
278,19355,0,2,1,4,11,22,20,10,3,73.0,0.0,0.0,0.0273972602739726,0.0136986301369863,0.0547945205479452,0.1506849315068493,0.3013698630136986,0.273972602739726,0.136986301369863,0.0410958904109589
279,19357,0,0,0,0,1,2,0,0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0
280,19372,0,1,4,1,2,2,3,1,0,14.0,0.0,0.0,0.07142857142857142,0.2857142857142857,0.07142857142857142,0.14285714285714285,0.14285714285714285,0.21428571428571427,0.07142857142857142,0.0
281,19374,0,0,0,0,1,1,0,1,0,3.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0
282,19375,0,0,0,0,0,0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
283,19380,2,0,5,9,8,21,33,15,3,96.0,0.020833333333333332,0.020833333333333332,0.0,0.052083333333333336,0.09375,0.08333333333333333,0.21875,0.34375,0.15625,0.03125
284,19382,0,3,4,7,11,21,30,11,4,91.0,0.0,0.0,0.03296703296703297,0.04395604395604396,0.07692307692307693,0.12087912087912088,0.23076923076923078,0.32967032967032966,0.12087912087912088,0.04395604395604396
285,19383,0,0,0,0,0,1,0,1,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0
286,19395,0,0,0,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
287,19401,1,0,6,4,9,21,26,18,3,88.0,0.011363636363636364,0.011363636363636364,0.0,0.06818181818181818,0.045454545454545456,0.10227272727272728,0.23863636363636365,0.29545454545454547,0.20454545454545456,0.03409090909090909
288,19403,0,0,6,7,8,21,16,13,3,74.0,0.0,0.0,0.0,0.08108108108108109,0.0945945945945946,0.10810810810810811,0.28378378378378377,0.21621621621621623,0.17567567567567569,0.04054054054054054
289,19405,0,0,1,1,1,3,5,2,0,13.0,0.0,0.0,0.0,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.23076923076923078,0.38461538461538464,0.15384615384615385,0.0
290,19406,1,2,5,17,26,32,24,7,2,116.0,0.008620689655172414,0.008620689655172414,0.017241379310344827,0.04310344827586207,0.14655172413793102,0.22413793103448276,0.27586206896551724,0.20689655172413793,0.0603448275862069,0.017241379310344827
291,19409,0,0,0,0,0,1,1,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0
292,19421,0,0,0,0,0,0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
293,19422,0,0,1,4,6,14,7,5,0,37.0,0.0,0.0,0.0,0.02702702702702703,0.10810810810810811,0.16216216216216217,0.3783783783783784,0.1891891891891892,0.13513513513513514,0.0
294,19423,0,0,0,0,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
295,19425,0,0,1,0,1,9,3,5,1,20.0,0.0,0.0,0.0,0.05,0.0,0.05,0.45,0.15,0.25,0.05
296,19426,0,1,2,7,7,15,19,8,3,62.0,0.0,0.0,0.016129032258064516,0.03225806451612903,0.11290322580645161,0.11290322580645161,0.24193548387096775,0.3064516129032258,0.12903225806451613,0.04838709677419355
297,19428,0,1,5,4,13,18,19,10,1,71.0,0.0,0.0,0.014084507042253521,0.07042253521126761,0.056338028169014086,0.18309859154929578,0.2535211267605634,0.2676056338028169,0.14084507042253522,0.014084507042253521
298,19432,0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
299,19436,0,0,0,0,0,0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
