,postal_code,state_id,state,city,county_name,2021,All_Residential,Multi_Family_homes,Condo/Co-op,Single_Family_Homes,Towmhomes
1245,1720,MA,Massachusetts,Acton,Middlesex,574105.0,12,10,12,12,12
1246,29418,SC,South Carolina,North Charleston,Charleston,225624.0,12,5,12,12,12
1247,30290,GA,Georgia,Tyrone,Fayette,404100.0,12,2,0,12,0
1248,95646,CA,California,Kirkwood,Alpine,499417.0,12,0,9,9,0
1249,95039,CA,California,Moss Landing,Monterey,1086207.0,11,0,2,10,6
1250,43232,OH,Ohio,Columbus,Franklin,157851.0,12,12,12,12,0
1251,20612,MD,Maryland,Benedict,Charles,235000.0,9,0,0,9,0
1252,95492,CA,California,Windsor,Sonoma,687362.0,12,10,12,12,7
1253,56007,MN,Minnesota,Albert Lea,Freeborn,137893.0,12,12,8,12,10
1254,8823,NJ,New Jersey,Franklin Park,Somerset,282748.0,12,0,12,12,8
1255,17252,PA,Pennsylvania,Saint Thomas,Franklin,184758.0,12,1,0,12,0
1256,12833,NY,New York,Greenfield Center,Saratoga,331542.0,12,0,0,12,0
1257,30124,GA,Georgia,Cave Spring,Floyd,266015.0,12,3,0,12,0
1258,97231,OR,Oregon,Portland,Multnomah,716762.0,12,3,7,12,0
1259,21237,MD,Maryland,Rosedale,Baltimore,269638.0,12,3,12,12,12
1260,10466,NY,New York,Bronx,Bronx,531711.0,12,12,9,12,11
1261,23509,VA,Virginia,Norfolk,Norfolk,249276.0,12,12,3,12,0
1262,92019,CA,California,El Cajon,San Diego,615209.0,12,12,12,12,12
1263,12856,NY,New York,North River,Warren,244236.0,11,0,0,11,0
1264,76365,TX,Texas,Henrietta,Clay,146875.0,8,0,0,8,0
1265,49428,MI,Michigan,Jenison,Ottawa,271339.0,12,0,12,12,0
1266,2649,MA,Massachusetts,Mashpee,Barnstable,553388.0,12,6,12,12,12
1267,92780,CA,California,Tustin,Orange,782509.0,12,12,12,12,12
1268,5001,VT,Vermont,White River Junction,Windsor,229537.0,12,9,12,12,12
1269,32820,FL,Florida,Orlando,Orange,408271.0,12,0,0,12,0
1270,85028,AZ,Arizona,Phoenix,Maricopa,495008.0,12,0,12,12,12
1271,80104,CO,Colorado,Castle Rock,Douglas,452485.0,12,0,12,12,12
1272,23146,VA,Virginia,Rockville,Hanover,470324.0,12,0,3,12,0
1273,77701,TX,Texas,Beaumont,Jefferson,81515.0,10,3,0,10,0
1274,60421,IL,Illinois,Elwood,Will,239608.0,12,0,0,12,9
1275,15017,PA,Pennsylvania,Bridgeville,Allegheny,219709.0,12,10,12,12,12
1276,29654,SC,South Carolina,Honea Path,Anderson,165129.0,12,0,0,12,0
1277,37031,TN,Tennessee,Castalian Springs,Sumner,348246.0,12,3,0,12,0
1278,90802,CA,California,Long Beach,Los Angeles,639427.0,12,12,12,12,10
1279,93446,CA,California,Paso Robles,San Luis Obispo,545190.0,12,11,12,12,11
1280,95334,CA,California,Livingston,Merced,371907.0,12,3,0,12,0
1281,35080,AL,Alabama,Helena,Shelby,242067.0,12,0,0,12,12
1282,6824,CT,Connecticut,Fairfield,Fairfield,667619.0,12,11,12,12,0
1283,85303,AZ,Arizona,Glendale,Maricopa,316357.0,12,5,0,12,12
1284,91360,CA,California,Thousand Oaks,Ventura,695286.0,12,0,12,12,12
1285,72479,AR,Arkansas,Weiner,Poinsett,133500.0,8,0,0,8,0
1286,73165,OK,Oklahoma,Oklahoma City,Cleveland,327322.0,12,0,0,12,0
1287,12589,NY,New York,Wallkill,Ulster,328363.0,12,12,0,12,0
1288,5052,VT,Vermont,North Hartland,Windsor,308211.0,8,3,0,8,0
1289,11738,NY,New York,Farmingville,Suffolk,457130.0,12,3,0,12,0
1290,75801,TX,Texas,Palestine,Anderson,253211.0,9,0,0,9,0
1291,54414,WI,Wisconsin,Birnamwood,Shawano,174580.0,12,1,0,12,0
1292,98295,WA,Washington,Sumas,Whatcom,389666.0,12,4,5,12,0
1293,91604,CA,California,Studio City,Los Angeles,1393364.0,12,9,12,12,12
1294,80603,CO,Colorado,Brighton,Weld,379591.0,12,3,12,12,7
1295,2464,MA,Massachusetts,Newton Upper Falls,Middlesex,914000.0,12,10,12,12,12
1296,29410,SC,South Carolina,Hanahan,Berkeley,272780.0,12,7,12,12,12
1297,29572,SC,South Carolina,Myrtle Beach,Horry,297483.0,12,1,12,12,12
1298,32726,FL,Florida,Eustis,Lake,218177.0,12,12,10,12,12
1299,97481,OR,Oregon,Tenmile,Douglas,346025.0,10,0,0,10,0
1300,80920,CO,Colorado,Colorado Springs,El Paso,,12,3,8,12,12
1301,2838,RI,Rhode Island,Manville,Providence,328871.0,12,12,12,12,3
1302,75021,TX,Texas,Denison,Grayson,190986.0,12,5,0,12,0
1303,95409,CA,California,Santa Rosa,Sonoma,660405.0,12,12,12,12,10
1304,12170,NY,New York,Stillwater,Saratoga,289391.0,12,0,0,12,6
1305,98065,WA,Washington,Snoqualmie,King,806628.0,12,4,12,12,12
1306,53577,WI,Wisconsin,Plain,Sauk,264661.0,9,0,0,9,0
1307,29621,SC,South Carolina,Anderson,Anderson,202694.0,12,10,12,12,12
1308,23150,VA,Virginia,Sandston,Henrico,256549.0,12,0,3,12,0
1309,34203,FL,Florida,Bradenton,Manatee,284527.0,12,12,12,12,12
1310,44011,OH,Ohio,Avon,Lorain,297531.0,12,2,12,12,6
1311,44430,OH,Ohio,Leavittsburg,Trumbull,132514.0,12,1,0,12,0
1312,77098,TX,Texas,Houston,Harris,610552.0,12,11,12,12,12
1313,13077,NY,New York,Homer,Cortland,173186.0,12,1,0,12,0
1314,56447,MN,Minnesota,Emily,Crow Wing,275712.0,12,0,0,12,0
1315,32310,FL,Florida,Tallahassee,Leon,129891.0,12,9,6,12,5
1316,27536,NC,North Carolina,Henderson,Vance,123625.0,12,11,1,12,6
1317,54143,WI,Wisconsin,Marinette,Marinette,142177.0,12,10,10,12,0
1318,14722,NY,New York,Chautauqua,Chautauqua,412935.0,12,0,12,12,3
1319,48240,MI,Michigan,Redford,Wayne,120917.0,12,3,6,12,0
1320,4259,ME,Maine,Monmouth,Kennebec,305426.0,12,7,0,12,0
1321,6825,CT,Connecticut,Fairfield,Fairfield,493493.0,12,12,12,12,0
1322,64111,MO,Missouri,Kansas City,Jackson,353114.0,12,11,12,12,8
1323,7755,NJ,New Jersey,Oakhurst,Monmouth,614000.0,12,9,0,12,0
1324,29601,SC,South Carolina,Greenville,Greenville,472964.0,12,6,12,12,12
1325,10970,NY,New York,Pomona,Rockland,437459.0,12,3,12,12,1
1326,33901,FL,Florida,Fort Myers,Lee,244791.0,12,12,12,12,12
1327,25414,WV,West Virginia,Charles Town,Jefferson,306965.0,12,6,0,12,12
1328,33706,FL,Florida,Saint Petersburg,Pinellas,633067.0,12,12,12,12,12
1329,84601,UT,Utah,Provo,Utah,377580.0,12,12,12,12,12
1330,91101,CA,California,Pasadena,Los Angeles,824022.0,12,9,12,11,12
1331,43935,OH,Ohio,Martins Ferry,Belmont,85051.0,12,11,0,12,0
1332,23323,VA,Virginia,Chesapeake,Chesapeake,333774.0,12,1,12,12,12
1333,33472,FL,Florida,Boynton Beach,Palm Beach,301076.0,12,0,12,12,12
1334,12528,NY,New York,Highland,Ulster,299692.0,12,12,3,12,11
1335,48433,MI,Michigan,Flushing,Genesee,174460.0,12,8,12,12,0
1336,17025,PA,Pennsylvania,Enola,Cumberland,182133.0,12,12,11,12,12
1337,44667,OH,Ohio,Orrville,Wayne,154655.0,12,11,12,12,0
1338,49454,MI,Michigan,Scottville,Mason,167272.0,12,5,0,12,0
1339,13334,NY,New York,Eaton,Madison,189771.0,12,0,0,12,0
1340,98327,WA,Washington,Dupont,Pierce,426965.0,12,0,12,12,12
1341,33778,FL,Florida,Largo,Pinellas,234856.0,12,6,12,12,6
1342,53922,WI,Wisconsin,Burnett,Dodge,285405.0,11,0,0,11,0
1343,98277,WA,Washington,Oak Harbor,Island,433035.0,12,12,12,12,12
1344,15228,PA,Pennsylvania,Pittsburgh,Allegheny,290771.0,12,9,12,12,4
1345,11547,NY,New York,Glenwood Landing,Nassau,718241.0,12,3,0,12,0
1346,16127,PA,Pennsylvania,Grove City,Mercer,181268.0,12,8,5,12,0
1347,43619,OH,Ohio,Northwood,Wood,136261.0,12,0,7,12,0
1348,65401,MO,Missouri,Rolla,Phelps,162981.0,12,6,4,12,0
1349,19512,PA,Pennsylvania,Boyertown,Berks,211590.0,12,11,3,12,12
1350,75142,TX,Texas,Kaufman,Kaufman,257547.0,12,0,0,12,0
1351,33936,FL,Florida,Lehigh Acres,Lee,155818.0,12,11,12,12,11
1352,28634,NC,North Carolina,Harmony,Iredell,169396.0,12,0,0,12,0
1353,17557,PA,Pennsylvania,New Holland,Lancaster,312022.0,12,6,2,12,12
1354,56667,MN,Minnesota,Puposky,Beltrami,321198.0,12,0,0,12,0
1355,85610,AZ,Arizona,Elfrida,Cochise,198140.0,11,3,0,11,0
1356,6035,CT,Connecticut,Granby,Hartford,287714.0,12,0,12,12,0
1357,95842,CA,California,Sacramento,Sacramento,332838.0,12,12,12,12,9
1358,95008,CA,California,Campbell,Santa Clara,1364336.0,12,12,12,12,12
1359,78023,TX,Texas,Helotes,Bexar,386671.0,12,0,0,12,0
1360,23455,VA,Virginia,Virginia Beach,Virginia Beach,373128.0,12,10,12,12,12
1361,56307,MN,Minnesota,Albany,Stearns,192285.0,12,0,0,12,7
1362,27253,NC,North Carolina,Graham,Alamance,241713.0,12,3,12,12,12
1363,60540,IL,Illinois,Naperville,DuPage,390715.0,12,9,12,12,12
1364,48911,MI,Michigan,Lansing,Ingham,111849.0,12,12,12,12,5
1365,97463,OR,Oregon,Oakridge,Lane,232097.0,12,4,0,12,3
1366,70114,LA,Louisiana,New Orleans,Orleans,198850.0,12,12,11,12,8
1367,11756,NY,New York,Levittown,Nassau,481224.0,12,5,9,12,0
1368,12169,NY,New York,Stephentown,Rensselaer,250556.0,8,0,0,8,0
1369,75143,TX,Texas,Kemp,Henderson,235940.0,12,3,2,12,0
1370,49339,MI,Michigan,Pierson,Montcalm,231308.0,12,0,0,12,0
1371,91202,CA,California,Glendale,Los Angeles,968568.0,12,11,12,12,12
1372,94553,CA,California,Martinez,Contra Costa,674060.0,12,10,12,12,12
1373,35953,AL,Alabama,Ashville,St. Clair,250415.0,12,2,0,12,0
1374,12094,NY,New York,Johnsonville,Rensselaer,247646.0,12,0,0,12,0
1375,34233,FL,Florida,Sarasota,Sarasota,282835.0,12,4,12,12,12
1376,77429,TX,Texas,Cypress,Harris,306326.0,12,12,11,12,12
1377,19536,PA,Pennsylvania,Lyon Station,Berks,196758.0,10,0,0,10,5
1378,97232,OR,Oregon,Portland,Multnomah,593733.0,12,11,12,12,11
1379,95125,CA,California,San Jose,Santa Clara,1268042.0,12,11,12,12,12
1380,60628,IL,Illinois,Chicago,Cook,134083.0,12,12,7,12,11
1381,48314,MI,Michigan,Sterling Heights,Macomb,285810.0,12,0,12,12,0
1382,48195,MI,Michigan,Southgate,Wayne,147643.0,12,0,12,12,0
1383,29150,SC,South Carolina,Sumter,Sumter,151866.0,10,0,3,10,0
1384,3811,NH,New Hampshire,Atkinson,Rockingham,499864.0,12,0,12,12,12
1385,7045,NJ,New Jersey,Montville,Morris,548321.0,12,0,7,12,5
1386,3051,NH,New Hampshire,Hudson,Hillsborough,386227.0,12,12,12,12,12
1387,74030,OK,Oklahoma,Drumright,Creek,100625.0,12,0,0,12,0
1388,3462,NH,New Hampshire,Spofford,Cheshire,302784.0,12,3,0,12,4
1389,41085,KY,Kentucky,Silver Grove,Campbell,114187.0,11,0,0,11,0
1390,78666,TX,Texas,San Marcos,Hays,270308.0,12,12,12,12,10
1391,44446,OH,Ohio,Niles,Trumbull,101106.0,12,12,11,12,0
1392,55119,MN,Minnesota,Saint Paul,Ramsey,245504.0,12,12,12,12,12
1393,46225,IN,Indiana,Indianapolis,Marion,217569.0,12,12,10,12,0
1394,72019,AR,Arkansas,Benton,Saline,227151.0,12,0,7,12,0
1395,75751,TX,Texas,Athens,Henderson,199550.0,12,0,1,12,0
1396,11030,NY,New York,Manhasset,Nassau,1498397.0,12,0,12,12,3
1397,21671,MD,Maryland,Tilghman,Talbot,463452.0,12,0,0,12,6
1398,55955,MN,Minnesota,Mantorville,Dodge,360485.0,12,0,0,12,6
1399,60073,IL,Illinois,Round Lake,Lake,184505.0,12,4,12,12,12
1400,47955,IN,Indiana,Linden,Montgomery,111042.0,12,0,0,12,0
1401,6854,CT,Connecticut,Norwalk,Fairfield,414846.0,12,12,12,12,0
1402,91501,CA,California,Burbank,Los Angeles,1049598.0,12,8,12,12,12
1403,93925,CA,California,Chualar,Monterey,1469050.0,10,0,0,10,0
1404,64156,MO,Missouri,Kansas City,Clay,330845.0,12,0,0,12,10
1405,33710,FL,Florida,Saint Petersburg,Pinellas,260474.0,12,7,12,12,0
1406,97140,OR,Oregon,Sherwood,Washington,481385.0,12,8,12,12,12
1407,33541,FL,Florida,Zephyrhills,Pasco,234018.0,12,0,7,12,6
1408,78577,TX,Texas,Pharr,Hidalgo,174891.0,12,12,11,12,12
1409,14226,NY,New York,Buffalo,Erie,186906.0,12,12,11,12,11
1410,3280,NH,New Hampshire,Washington,Sullivan,268405.0,12,0,0,12,0
1411,32312,FL,Florida,Tallahassee,Leon,289322.0,12,4,12,12,12
1412,33428,FL,Florida,Boca Raton,Palm Beach,340561.0,12,0,12,12,12
1413,1504,MA,Massachusetts,Blackstone,Worcester,331257.0,12,12,11,12,12
1414,11771,NY,New York,Oyster Bay,Nassau,777706.0,12,12,12,12,9
1415,85392,AZ,Arizona,Avondale,Maricopa,357927.0,12,0,3,12,3
1416,56031,MN,Minnesota,Fairmont,Martin,172044.0,12,5,5,12,0
1417,11204,NY,New York,Brooklyn,Kings,1015885.0,12,12,12,12,3
1418,54495,WI,Wisconsin,Wisconsin Rapids,Wood,99743.0,12,9,3,12,0
1419,93907,CA,California,Salinas,Monterey,782608.0,12,6,0,12,0
1420,45233,OH,Ohio,Cincinnati,Hamilton,223559.0,12,3,7,12,8
1421,55017,MN,Minnesota,Dalbo,Isanti,291427.0,9,0,0,9,0
1422,34484,FL,Florida,Oxford,Sumter,251792.0,12,0,12,12,0
1423,31601,GA,Georgia,Valdosta,Lowndes,97076.0,12,3,0,12,1
1424,2726,MA,Massachusetts,Somerset,Bristol,374576.0,12,12,0,12,0
1425,96717,HI,Hawaii,Hauula,Honolulu,520704.0,12,0,12,12,0
1426,80222,CO,Colorado,Denver,Denver,460819.0,12,0,12,12,12
1427,98233,WA,Washington,Burlington,Skagit,447990.0,12,9,12,12,5
1428,27103,NC,North Carolina,Winston Salem,Forsyth,191139.0,12,7,12,12,12
1429,11374,NY,New York,Rego Park,Queens,722172.0,12,12,12,12,12
1430,56087,MN,Minnesota,Springfield,Brown,106446.0,12,0,0,12,0
1431,4928,ME,Maine,Corinna,Penobscot,127791.0,12,4,0,12,0
1432,15558,PA,Pennsylvania,Salisbury,Somerset,151579.0,9,6,0,9,0
1433,8080,NJ,New Jersey,Sewell,Gloucester,249404.0,12,4,12,12,12
1434,20677,MD,Maryland,Port Tobacco,Charles,464447.0,12,0,3,12,0
1435,7077,NJ,New Jersey,Sewaren,Middlesex,380192.0,12,0,2,12,0
1436,60101,IL,Illinois,Addison,DuPage,247165.0,12,0,12,12,12
1437,48202,MI,Michigan,Detroit,Wayne,215532.0,12,12,12,12,0
1438,37329,TN,Tennessee,Englewood,McMinn,247162.0,12,0,0,12,0
1439,61006,IL,Illinois,Ashton,Lee,127000.0,12,0,0,12,0
1440,60827,IL,Illinois,Riverdale,Cook,94650.0,12,11,8,12,12
1441,19565,PA,Pennsylvania,Wernersville,Berks,243688.0,12,7,0,12,12
1442,78570,TX,Texas,Mercedes,Hidalgo,143825.0,12,3,0,12,0
1443,73526,OK,Oklahoma,Blair,Jackson,174068.0,10,0,0,10,0
1444,33176,FL,Florida,Miami,Miami-Dade,479206.0,12,6,12,12,12
1445,18101,PA,Pennsylvania,Allentown,Lehigh,140473.0,12,10,0,6,11
1446,1826,MA,Massachusetts,Dracut,Middlesex,394648.0,12,12,12,12,12
1447,20016,DC,Columbia,Washington,District of Columbia,1033896.0,12,0,12,12,12
1448,70119,LA,Louisiana,New Orleans,Orleans,337836.0,12,12,12,12,0
1449,4062,ME,Maine,Windham,Cumberland,341449.0,12,11,12,12,0
1450,71078,LA,Louisiana,Stonewall,De Soto,293540.0,10,0,0,10,0
1451,77025,TX,Texas,Houston,Harris,327133.0,12,3,12,12,12
1452,99001,WA,Washington,Airway Heights,Spokane,367918.0,12,12,0,12,0
1453,44626,OH,Ohio,East Sparta,Stark,119378.0,12,6,0,12,0
1454,11230,NY,New York,Brooklyn,Kings,940453.0,12,12,12,12,7
1455,80206,CO,Colorado,Denver,Denver,845116.0,12,12,12,12,12
1456,76119,TX,Texas,Fort Worth,Tarrant,203295.0,12,10,2,12,3
1457,54115,WI,Wisconsin,De Pere,Brown,265282.0,12,12,12,12,10
1458,19428,PA,Pennsylvania,Conshohocken,Montgomery,389900.0,12,10,12,12,12
1459,85650,AZ,Arizona,Sierra Vista,Cochise,278135.0,12,0,0,12,4
1460,98006,WA,Washington,Bellevue,King,1048336.0,12,2,12,12,12
1461,55438,MN,Minnesota,Minneapolis,Hennepin,311213.0,12,6,12,12,12
1462,92585,CA,California,Menifee,Riverside,480407.0,12,3,0,12,0
1463,35603,AL,Alabama,Decatur,Morgan,203042.0,12,3,0,12,12
1464,55412,MN,Minnesota,Minneapolis,Hennepin,202991.0,12,12,9,12,6
1465,10998,NY,New York,Westtown,Orange,430707.0,12,3,0,12,0
1466,6330,CT,Connecticut,Baltic,New London,234748.0,12,12,0,12,0
1467,48134,MI,Michigan,Flat Rock,Wayne,241038.0,12,4,12,12,0
1468,49089,MI,Michigan,Sherwood,Branch,198567.0,12,0,0,12,0
1469,6706,CT,Connecticut,Waterbury,New Haven,159489.0,12,12,10,12,0
1470,13485,NY,New York,West Edmeston,Madison,152864.0,11,0,0,11,0
1471,64440,MO,Missouri,De Kalb,Buchanan,218594.0,8,0,0,8,0
1472,90033,CA,California,Los Angeles,Los Angeles,687344.0,12,12,3,12,6
1473,11752,NY,New York,Islip Terrace,Suffolk,496160.0,12,9,3,12,0
1474,2093,MA,Massachusetts,Wrentham,Norfolk,477124.0,12,4,6,12,12
1475,75640,TX,Texas,Diana,Upshur,236450.0,7,0,0,7,0
1476,28658,NC,North Carolina,Newton,Catawba,186995.0,11,10,0,11,8
1477,35160,AL,Alabama,Talladega,Talladega,162849.0,12,1,11,12,0
1478,64061,MO,Missouri,Kingsville,Johnson,322150.0,12,0,0,12,0
1479,14228,NY,New York,Buffalo,Erie,213400.0,12,12,12,12,12
1480,19133,PA,Pennsylvania,Philadelphia,Philadelphia,159029.0,12,12,0,7,12
1481,32960,FL,Florida,Vero Beach,Indian River,222325.0,12,12,12,12,11
1482,64761,MO,Missouri,Leeton,Johnson,163605.0,11,0,0,11,0
1483,84014,UT,Utah,Centerville,Davis,408077.0,12,3,12,12,12
1484,29635,SC,South Carolina,Cleveland,Greenville,392888.0,12,0,0,12,0
1485,95065,CA,California,Santa Cruz,Santa Cruz,1044745.0,12,0,8,12,9
1486,46126,IN,Indiana,Fairland,Shelby,214987.0,12,3,0,12,0
1487,98237,WA,Washington,Concrete,Skagit,346931.0,12,5,0,12,0
1488,19401,PA,Pennsylvania,Norristown,Montgomery,208860.0,12,12,8,12,12
1489,43551,OH,Ohio,Perrysburg,Wood,247822.0,12,8,12,12,0
1490,7735,NJ,New Jersey,Keyport,Monmouth,348532.0,12,12,12,12,0
1491,85306,AZ,Arizona,Glendale,Maricopa,289720.0,12,0,10,12,12
1492,76401,TX,Texas,Stephenville,Erath,256888.0,12,11,3,12,7
1493,29178,SC,South Carolina,Whitmire,Newberry,125905.0,11,0,0,11,0
1494,33193,FL,Florida,Miami,Miami-Dade,331494.0,12,0,12,12,12
1495,33513,FL,Florida,Bushnell,Sumter,238638.0,12,1,0,12,1
1496,3748,NH,New Hampshire,Enfield,Grafton,258177.0,12,3,7,12,12
1497,83286,ID,Idaho,Weston,Franklin,429271.0,12,0,0,12,0
1498,33434,FL,Florida,Boca Raton,Palm Beach,308072.0,12,0,12,12,12
1499,73110,OK,Oklahoma,Oklahoma City,Oklahoma,119160.0,12,12,0,12,3
1500,17319,PA,Pennsylvania,Etters,York,205151.0,12,9,0,12,12
1501,19041,PA,Pennsylvania,Haverford,Delaware,868381.0,12,6,12,12,12
1502,95843,CA,California,Antelope,Sacramento,386179.0,12,0,12,12,6
1503,55340,MN,Minnesota,Hamel,Hennepin,536769.0,12,0,12,12,12
1504,85262,AZ,Arizona,Scottsdale,Maricopa,1006874.0,12,0,12,12,12
1505,8515,NJ,New Jersey,Chesterfield,Burlington,424212.0,12,3,7,12,11
1506,49328,MI,Michigan,Hopkins,Allegan,263762.0,12,0,0,12,0
1507,76010,TX,Texas,Arlington,Tarrant,232320.0,12,7,0,12,11
1508,53716,WI,Wisconsin,Madison,Dane,349297.0,12,11,11,12,4
1509,50251,IA,Iowa,Sully,Jasper,238862.0,12,0,4,12,0
1510,92707,CA,California,Santa Ana,Orange,639329.0,12,12,12,12,12
1511,10928,NY,New York,Highland Falls,Orange,272193.0,12,9,0,12,4
1512,56537,MN,Minnesota,Fergus Falls,Otter Tail,183440.0,12,8,3,12,4
1513,92333,CA,California,Fawnskin,San Bernardino,481008.0,12,6,11,12,0
1514,21012,MD,Maryland,Arnold,Anne Arundel,400076.0,12,0,12,12,12
1515,11379,NY,New York,Middle Village,Queens,753427.0,12,12,12,12,12
1516,17024,PA,Pennsylvania,Elliottsburg,Perry,301415.0,12,0,0,12,0
1517,3810,NH,New Hampshire,Alton Bay,Belknap,510146.0,12,3,0,12,9
1518,12090,NY,New York,Hoosick Falls,Rensselaer,146204.0,12,2,0,12,0
1519,45628,OH,Ohio,Frankfort,Ross,172696.0,12,0,0,12,0
1520,33180,FL,Florida,Miami,Miami-Dade,494770.0,12,3,12,12,12
1521,97882,OR,Oregon,Umatilla,Umatilla,240184.0,12,3,0,12,5
1522,95608,CA,California,Carmichael,Sacramento,438467.0,12,12,12,12,12
1523,91367,CA,California,Woodland Hills,Los Angeles,823843.0,12,3,12,12,12
1524,73103,OK,Oklahoma,Oklahoma City,Oklahoma,398846.0,12,11,0,12,3
1525,45252,OH,Ohio,Cincinnati,Hamilton,208643.0,12,0,12,12,11
1526,2048,MA,Massachusetts,Mansfield,Bristol,438716.0,12,12,12,12,12
1527,2532,MA,Massachusetts,Buzzards Bay,Barnstable,381956.0,12,11,11,12,12
1528,48353,MI,Michigan,Hartland,Livingston,304753.0,12,0,11,12,0
1529,14481,NY,New York,Leicester,Livingston,166412.0,12,3,0,11,0
1530,2816,RI,Rhode Island,Coventry,Kent,298698.0,12,12,12,12,0
1531,60422,IL,Illinois,Flossmoor,Cook,221245.0,12,0,12,12,12
1532,95387,CA,California,Westley,Stanislaus,453000.0,3,0,0,3,0
1533,90245,CA,California,El Segundo,Los Angeles,1362708.0,12,11,12,12,12
1534,85742,AZ,Arizona,Tucson,Pima,326437.0,12,0,0,12,12
1535,92373,CA,California,Redlands,San Bernardino,548915.0,12,11,12,12,12
1536,90220,CA,California,Compton,Los Angeles,517542.0,12,12,11,12,12
1537,53703,WI,Wisconsin,Madison,Dane,415547.0,12,12,12,12,12
1538,1966,MA,Massachusetts,Rockport,Essex,655810.0,12,11,12,12,11
1539,93430,CA,California,Cayucos,San Luis Obispo,1164265.0,12,3,9,12,0
1540,43213,OH,Ohio,Columbus,Franklin,174034.0,12,11,12,12,0
1541,77840,TX,Texas,College Station,Brazos,329075.0,12,7,11,11,10
1542,53525,WI,Wisconsin,Clinton,Rock,196468.0,12,6,1,12,0
1543,44403,OH,Ohio,Brookfield,Trumbull,158580.0,12,0,4,12,0
1544,34982,FL,Florida,Fort Pierce,St. Lucie,192188.0,12,12,12,12,12
1545,1440,MA,Massachusetts,Gardner,Worcester,239778.0,12,12,7,12,12
1546,71837,AR,Arkansas,Fouke,Miller,254781.0,8,0,0,8,0
1547,5262,VT,Vermont,Shaftsbury,Bennington,321321.0,12,0,0,12,0
1548,94533,CA,California,Fairfield,Solano,454905.0,12,12,12,12,7
1549,49306,MI,Michigan,Belmont,Kent,413807.0,12,0,12,12,0
1550,68022,NE,Nebraska,Elkhorn,Douglas,412226.0,12,0,0,12,12
1551,92571,CA,California,Perris,Riverside,374840.0,12,3,12,12,0
1552,15425,PA,Pennsylvania,Connellsville,Fayette,124683.0,12,6,0,12,0
1553,92807,CA,California,Anaheim,Orange,765920.0,12,5,12,12,12
1554,98830,WA,Washington,Mansfield,Douglas,155714.0,7,0,0,7,0
1555,46064,IN,Indiana,Pendleton,Madison,270270.0,12,0,8,12,0
1556,14482,NY,New York,Le Roy,Genesee,137700.0,12,11,0,12,0
1557,29436,SC,South Carolina,Cross,Berkeley,271871.0,12,0,0,12,0
1558,31636,GA,Georgia,Lake Park,Lowndes,271875.0,8,0,0,8,0
1559,93401,CA,California,San Luis Obispo,San Luis Obispo,827278.0,12,11,12,12,10
1560,33867,FL,Florida,River Ranch,Polk,102627.0,11,0,11,3,3
1561,35611,AL,Alabama,Athens,Limestone,225733.0,12,7,12,12,12
1562,33449,FL,Florida,Lake Worth,Palm Beach,389255.0,12,0,12,12,12
1563,50138,IA,Iowa,Knoxville,Marion,174862.0,12,9,5,12,0
1564,29483,SC,South Carolina,Summerville,Dorchester,262794.0,12,6,12,12,12
1565,80612,CO,Colorado,Carr,Weld,473250.0,7,0,0,7,0
1566,14127,NY,New York,Orchard Park,Erie,272911.0,12,12,6,12,12
1567,78132,TX,Texas,New Braunfels,Comal,433999.0,12,0,8,12,2
1568,39216,MS,Mississippi,Jackson,Hinds,238590.0,12,6,11,12,8
1569,21409,MD,Maryland,Annapolis,Anne Arundel,434516.0,12,1,12,12,12
1570,98345,WA,Washington,Keyport,Kitsap,337000.0,7,0,0,7,0
1571,43402,OH,Ohio,Bowling Green,Wood,201470.0,12,9,12,12,0
1572,41005,KY,Kentucky,Burlington,Boone,247181.0,12,3,12,12,11
1573,49431,MI,Michigan,Ludington,Mason,226951.0,12,12,12,12,0
1574,32780,FL,Florida,Titusville,Brevard,209226.0,12,10,12,12,12
1575,72532,AR,Arkansas,Evening Shade,Sharp,162445.0,10,0,0,10,0
1576,54021,WI,Wisconsin,Prescott,Pierce,311815.0,12,10,6,12,7
1577,8221,NJ,New Jersey,Linwood,Atlantic,258390.0,12,3,12,12,7
1578,45377,OH,Ohio,Vandalia,Montgomery,180590.0,12,6,11,12,11
1579,7631,NJ,New Jersey,Englewood,Bergen,486835.0,12,12,12,12,12
1580,27604,NC,North Carolina,Raleigh,Wake,287999.0,12,12,12,12,12
1581,1054,MA,Massachusetts,Leverett,Franklin,480468.0,8,0,0,8,0
1582,55419,MN,Minnesota,Minneapolis,Hennepin,435224.0,12,12,11,12,0
1583,45159,OH,Ohio,New Vienna,Clinton,217035.0,12,3,0,12,0
1584,54401,WI,Wisconsin,Wausau,Marathon,157748.0,12,12,12,12,0
1585,32812,FL,Florida,Orlando,Orange,266310.0,12,4,12,12,12
1586,68523,NE,Nebraska,Lincoln,Lancaster,344215.0,12,0,0,12,4
1587,19129,PA,Pennsylvania,Philadelphia,Philadelphia,331667.0,12,3,12,12,12
1588,60202,IL,Illinois,Evanston,Cook,411093.0,12,12,12,12,12
1589,94556,CA,California,Moraga,Contra Costa,1203932.0,12,0,12,12,12
1590,53590,WI,Wisconsin,Sun Prairie,Dane,330184.0,12,12,12,12,12
1591,97128,OR,Oregon,Mcminnville,Yamhill,389652.0,12,12,8,12,12
1592,96789,HI,Hawaii,Mililani,Honolulu,671486.0,12,0,12,12,0
